ProbeSet,Gene Symbol,Chr,Mb
10592248,Gm6779,9,36.639861
10592251,Pknox2,9,36.698565
10592266,Slc37a2,9,37.036734
10592289,Ccdc15,9,37.087193
10592303,Robo3,9,37.223747
10592330,Nrgn,9,37.352078
10592336,Spa17,9,37.410877
10592342,Tbrg1,9,37.456767
10592355,Panx3,9,37.467487
10592362,Olfr160,9,37.518933
10592365,Olfr151,9,37.537638
10592367,Affy_10592367,9,37.630171
10592369,Olfr891,9,37.987456
10592371,Olfr915,9,38.454175
10592374,Olfr916,9,38.465043
10592376,Olfr917,9,38.472498
10592378,Olfr918,9,38.480089
10592380,Olfr919,9,38.505014
10592382,Olfr934,9,38.789695
10592384,Olfr935,9,38.802092
10592386,Olfr146,9,38.826199
10592388,Olfr936,9,38.854199
10592391,Olfr937,9,38.867314
10592393,Olfr938,9,38.885283
10592395,Affy_10592395,9,38.911629
10592397,Olfr144,9,39.045072
10592399,Olfr945,9,39.065301
10592401,Olfr947-ps1,9,39.095509
10592404,Olfr948,9,39.126232
10592406,Olfr952,9,39.23371
10592408,Olfr955,9,39.277365
10592410,Olfr44,9,39.291892
10592412,Olfr957,9,39.31836
10592414,Olfr958,9,39.357516
10592416,Olfr959,9,39.379845
10592420,AW551984,9,39.394981
10592447,Affy_10592447,9,39.493614
10592449,Olfr149,9,39.509417
10592451,Olfr968,9,39.579439
10592455,Olfr975,9,39.757422
10592457,Olfr976,9,39.763491
10592459,Affy_10592459,9,39.781474
10592461,Olfr979,9,39.807791
10592463,Olfr980,9,39.813578
10592465,Olfr983,9,39.899602
10592467,Olfr984,9,39.908129
10592469,Olfr985,9,39.934609
10592471,Gramd1b,9,40.100818
10592493,4931429I11Rik,9,40.702957
10592503,Crtam,9,40.780744
10592515,Ubash3b,9,40.821715
10592531,Affy_10592531,9,41.147519
10592533,Affy_10592533,9,41.293562
10592535,Sorl1,9,41.776572
10592585,Sc5d,9,42.06226
10592593,Tecta,9,42.137705
10592618,Tbcel,9,42.2204
10592629,Grik4,9,42.328495
10592652,9530085L02Rik,9,42.416941
10592655,Arhgef12,9,42.771926
10592701,Tmem136,9,42.916736
10592705,Pou2f3,9,42.932954
10592719,Oaf,9,43.029361
10592725,Gm10688,9,43.787048
10592727,Rnf26,9,43.87441
10592731,Gm10687,9,43.933101
10592734,Cbl,9,43.957345
10592752,Pdzd3,9,44.05539
10592763,Nlrx1,9,44.0608
10592772,Abcg4,9,44.081271
10592790,Hinfp,9,44.102723
10592802,C2cd2l,9,44.11732
10592816,Hmbs,9,44.144344
10592830,Vps11,9,44.156175
10592847,Myl6,9,44.182618
10592850,Trappc4,9,44.211842
10592856,Ccdc84,9,44.21824
10592870,Foxr1,9,44.241448
10592878,Upk2,9,44.260808
10592886,C030014I23Rik,9,44.287328
10592888,Cxcr5,9,44.319866
10592891,Phldb1,9,44.494389
10592917,Affy_10592917,9,44.544896
10592919,Arcn1,9,44.549651
10592926,Tmem25,9,44.601859
10592938,Ttc36,9,44.607483
10592942,Mll1,9,44.611447
10592983,Atp5l,9,44.721331
10592988,Ube4a,9,44.731214
10593015,Cd3g,9,44.777771
10593024,Cd3e,9,44.806826
10593032,Amica1,9,44.915681
10593035,Tmprss4,9,44.980809
10593050,Il10ra,9,45.061921
10593058,Affy_10593058,9,45.442789
10593060,Cep164,9,45.575034
10593095,Cep164,9,45.600252
10593101,Gm7286,9,45.644012
10593103,Rnf214,9,45.67084
10593123,Tagln,9,45.737711
10593130,Sidt2,9,45.745956
10593159,Pafah1b2,9,45.773394
10593167,Affy_10593167,9,46.038246
10593169,Apoc3,9,46.041134
10593174,Apoa4,9,46.050786
10593177,4931429L15Rik,9,46.111444
10593191,Affy_10593191,9,46.438196
10593193,Affy_10593193,9,46.52131
10593196,Gm10677,9,47.608032
10593198,Fam55b,9,48.126089
10593205,Rexo2,9,48.276617
10593213,Rbm7,9,48.296807
10593219,Nnmt,9,48.399982
10593225,Zbtb16,9,48.462402
10593233,Htr3a,9,48.707319
10593245,Htr3b,9,48.743113
10593258,Cldn25,9,48.855716
10593260,Ankk1,9,49.223327
10593270,Ttc12,9,49.245066
10593293,Ncam1,9,49.313173
10593316,Affy_10593316,9,49.338736
10593318,Affy_10593318,9,49.633974
10593320,Rpl10,9,50.152301
10593323,Affy_10593323,9,50.302354
10593325,Pts,9,50.329722
10593332,Bco2,9,50.341256
10593347,Tex12,9,50.364924
10593356,Sdhd,9,50.404451
10593361,AU019823,9,50.413345
10593367,Dlat,9,50.44274
10593384,Dixdc1,9,50.470857
10593413,2310030G06Rik,9,50.547796
10593418,Hspb2,9,50.559183
10593421,1110032A03Rik,9,50.570933
10593430,Sik2,9,50.700904
10593449,Layn,9,50.865411
10593460,4833427G06Rik,9,50.88922
10593469,mir-34c,9,50.911139
10593471,mir-34b,9,50.911667
10593473,C11orf53,9,51.097907
10593478,9230115E21Rik,9,51.647612
10593483,Fdx1,9,51.751412
10593490,Gm6981,9,51.810379
10593492,Zc3h12c,9,51.92349
10593497,Zc3h12c,9,51.951776
10593499,C11orf87,9,52.482515
10593506,Affy_10593506,9,52.885472
10593508,Ddx10,9,52.90674
10593526,Atm,9,53.247473
10593589,Affy_10593589,9,53.383681
10593591,Acat1,9,53.388627
10593605,Cul5,9,53.424975
10593628,Rab39,9,53.492215
10593634,Elmod1,9,53.759267
10593646,Tnfaip8l3,9,53.873415
10593652,Cyp19a1,9,54.013744
10593664,1700104A03Rik,9,54.116385
10593668,Dmxl2,9,54.213088
10593671,Dmxl2,9,54.217015
10593713,Cib2,9,54.392603
10593723,Acsbg1,9,54.452697
10593740,Wdr61,9,54.56496
10593751,AY074887,9,54.798037
10593756,Chrna3,9,54.85425
10593767,Chrnb4,9,54.875963
10593776,Nrg4,9,55.069105
10593789,Etfa,9,55.302315
10593799,Scaper,9,55.398057
10593832,Affy_10593832,9,55.403429
10593834,Rfpl3s,9,55.810396
10593842,Tspan3,9,55.97953
10593856,C230081A13Rik,9,56.048938
10593865,LOC236598,9,56.071524
10593867,Lingo1,9,56.466282
10593872,Odf3l1,9,56.696466
10593878,Snx33,9,56.765007
10593882,Gm10658,9,56.90479
10593884,Ptpn9,9,56.90501
10593887,Neil1,9,56.990605
10593903,Commd4,9,57.002842
10593913,1700017B05Rik,9,57.09895
10593918,Ppcdc,9,57.26046
10593927,Scamp5,9,57.289134
10593937,Mpi,9,57.392068
10593947,Cplx3,9,57.447792
10593953,Lman1l,9,57.45484
10593966,Csk,9,57.474453
10593981,Cyp1a2,9,57.524744
10593988,Clk3,9,57.598516
10594001,Arid3b,9,57.63816
10594015,Ccdc33,9,57.876484
10594044,Islr,9,58.004074
10594048,Islr2,9,58.044104
10594053,Pml,9,58.065889
10594066,Loxl1,9,58.135538
10594080,Tbc1d21,9,58.207511
10594092,Cd276,9,58.37193
10594103,2410076I21Rik,9,58.500686
10594110,Neo1,9,58.722486
10594142,Rpl11,9,58.993481
10594144,Bbs4,9,59.169773
10594161,Arih1,9,59.240403
10594177,Tmem202,9,59.366474
10594183,Senp8,9,59.58207
10594186,Gm7613,9,59.614519
10594188,Nr2e3,9,59.790578
10594199,Thsd4,9,59.817516
10594221,Lrrc49,9,60.416672
10594241,Gm9869,9,60.669662
10594244,Affy_10594244,9,61.169311
10594246,Gm10655,9,61.218845
10594248,Rplp1,9,61.761091
10594251,Kif23,9,61.765289
10594277,Paqr5,9,61.801545
10594289,Glce,9,61.905055
10594297,Spesp1,9,62.118536
10594301,Coro2b,9,62.267299
10594315,Fem1b,9,62.639628
10594320,Rps2,17,62.689298
10594322,Pias1,9,62.727884
10594340,Skor1,9,62.985981
10594353,Map2k5,9,63.011575
10594377,2300009A05Rik,9,63.242254
10594381,Iqch,9,63.269264
10594404,Smad3,9,63.494574
10594418,Smad6,9,63.800924
10594426,Zwilch,9,63.984951
10594447,Map2k1,9,64.033588
10594460,Dis3l,9,64.154565
10594480,Rab11a,9,64.563107
10594490,Slc24a1,9,64.770666
10594501,Ptplad1,9,64.83479
10594513,Affy_10594513,9,65.044379
10594515,Affy_10594515,9,65.049533
10594517,Kbtbd13,9,65.238083
10594519,Ostb,9,65.26056
10594524,Ankdd1a,9,65.34926
10594538,Plekho2,9,65.399491
10594540,Plekho2,9,65.402191
10594549,Gm10144,9,65.447874
10594551,Zfp609,9,65.543269
10594561,Trip4,9,65.680032
10594582,Snx22,9,65.912983
10594590,Snx1,9,65.935934
10594607,Affy_10594607,9,66.208448
10594609,Fbxl22,9,66.356266
10594613,Usp3,9,66.365688
10594631,Aph1b,9,66.623294
10594636,Ppp1r2,9,66.653113
10594638,Aph1c,9,66.662801
10594645,Rab8b,9,66.691471
10594652,Lactb,9,66.803196
10594661,Tpm1,9,66.8704
10594679,Tln2,9,67.068461
10594745,Mir190,9,67.084458
10594747,M5C1000I18Rik,9,67.60652
10594750,C2cd4a,9,67.678562
10594752,Rpl7a,9,69.298039
10594754,Foxb1,9,69.605559
10594758,Gcnt3,9,69.881349
10594762,Fam81a,9,69.937117
10594774,Ccnb2,9,70.255496
10594785,Rnf111,9,70.273236
10594798,Affy_10594798,9,70.369405
10594800,Fam63b,9,70.451369
10594802,Fam63b,9,70.452359
10594812,Lipc,9,70.645933
10594825,Aqp9,9,70.958466
10594835,Grinl1a,9,71.326251
10594840,Gcom1,9,71.352154
10594855,Cgnl1,9,71.474314
10594879,Tcf12,9,71.693533
10594904,Uba52,9,72.022302
10594907,Rpl7a,9,72.140381
10594909,Gm10641,9,72.233069
10594911,Tex9,9,72.306386
10594928,Pigb,9,72.856288
10594946,Rpl36,9,73.023234
10594948,Unc13cc,9,73.328683
10594963,Unc13cc,9,73.476956
10594965,Unc13cc,9,73.486859
10594967,Unc13cc,9,73.513345
10594969,Unc13cc,9,73.515365
10594971,Unc13cc,9,73.517299
10594973,Unc13cc,9,73.528251
10594986,Rpl17,9,74.94642
10594988,Mapk6,9,75.234708
10594998,Leo1,9,75.288929
10595000,Tmod3,9,75.345587
10595013,Tmod2,9,75.413428
10595033,Scg3,9,75.491173
10595046,Gm3671,9,75.54146
10595048,Affy_10595048,9,75.818722
10595050,Gfral,9,76.011909
10595059,Hcrtr2,9,76.073687
10595070,Fam83b,9,76.338512
10595079,Affy_10595079,9,76.620997
10595081,Tinag,9,76.799505
10595094,Mlip,9,76.949892
10595109,Lrrc1,9,77.27863
10595126,Fbxo9,9,77.929304
10595140,ENSMUSG00000065037,9,78.02311
10595142,Omt2a,9,78.160423
10595145,Gm8074,9,78.169106
10595148,Gsta2,9,78.178826
10595156,Dppa5a,9,78.214859
10595159,Ooep,9,78.225212
10595165,Affy_10595165,9,78.236723
10595169,Affy_10595169,9,78.243384
10595171,E330016A19Rik,9,78.278325
10595183,Eef1a1,9,78.32626
10595189,Slc17a5,9,78.384313
10595202,Affy_10595202,9,78.614914
10595205,2410127L17Rik,9,78.668215
10595209,Gm10635,9,79.294568
10595211,Col12a1,9,79.446798
10595280,Cox7a2,9,79.603048
10595288,Tmem30a,9,79.616748
10595298,Filip1,9,79.652994
10595306,Impg1,9,80.160894
10595324,Htr1b,9,81.524944
10595327,Phip,9,82.763929
10595371,Hmgn3,9,83.003551
10595382,Lca5,9,83.284962
10595392,Elovl4,9,83.672299
10595400,Gm8228,9,84.866697
10595402,Fam46a,9,85.21522
10595404,Fam46a,9,85.218064
10595407,Ibtk,9,85.580968
10595439,Affy_10595439,9,85.665958
10595441,Rpl7a,9,85.67547
10595443,Tpbg,9,85.713848
10595447,Affy_10595447,9,86.129056
10595452,Ube2cbp,9,86.200841
10595466,Pgm3,9,86.446083
10595480,Me1,9,86.474983
10595496,Snap91,9,86.659232
10595529,4922501C03Rik,9,87.087561
10595560,Tbx18,9,87.599034
10595570,Slc25a40,9,88.17531
10595573,Snx14,9,88.27159
10595604,Syncrip,9,88.344576
10595614,2810026P18Rik,9,88.41589
10595620,Affy_10595620,9,88.416367
10595622,Affy_10595622,9,88.416635
10595624,Affy_10595624,9,88.421498
10595626,Affy_10595626,9,88.493186
10595628,Affy_10595628,9,88.57001
10595630,Gm2382,9,88.583443
10595633,Bcl2a1d,9,88.618125
10595636,Affy_10595636,9,88.752531
10595638,4930579C12Rik,9,89.007949
10595657,AF529169,9,89.484867
10595664,Tmed3,9,89.594043
10595668,Ankrd34c,9,89.623087
10595671,Mir184,9,89.697098
10595673,Morf4l1,9,89.986507
10595680,Tbc1d2b,9,90.096885
10595695,Zic1,9,91.255183
10595702,1190002N15Rik,9,94.371756
10595718,Chst2,9,95.304516
10595723,U2surp,9,95.360821
10595753,Trpc1,9,95.607046
10595768,Pls1,9,95.653065
10595787,1700065D16Rik,9,95.755969
10595791,Affy_10595791,9,95.99764
10595793,Atp1b3,9,96.233092
10595798,BC043934,9,96.336202
10595803,Rnf7,9,96.371372
10595805,Rasa2,9,96.439719
10595831,Zbtb38,9,96.585855
10595836,E030011O05Rik,9,96.6477
10595840,Acpl2,9,96.723507
10595848,Spsb4,9,96.843901
10595856,Slc25a36,9,96.976016
10595863,Trim42,9,97.249981
10595871,Clstn2,9,97.344814
10595892,2610303G11Rik,9,98.086946
10595895,4930579K19Rik,9,98.462648
10595900,Mrps22,9,98.489149
10595909,Affy_10595909,9,98.773479
10595911,Foxl2os,9,98.853187
10595914,Gm1123,9,98.907384
10595924,Pik3cb,9,98.938821
10595948,Gm6432,9,99.129897
10595953,Esyt3,9,99.210389
10595979,Mras,9,99.286225
10595981,Mras,9,99.288347
10595990,Armc8,9,99.380514
10596014,Cldn18,9,99.591218
10596023,Sox14,9,99.774644
10596027,Il20rb,9,100.35814
10596034,Il20rb,9,100.366127
10596041,Il20rb,9,100.366632
10596043,Nck1,9,100.395422
10596051,Tmem22,9,100.452797
10596053,Pccb,9,100.882451
10596070,Affy_10596070,9,100.975121
10596072,Ppp2r3a,9,101.009073
10596093,Gm5161,9,101.350827
10596095,Ephb1,9,101.824458
10596113,Affy_10596113,9,102.206714
10596115,Ephb1,9,102.248674
10596117,Cep63,9,102.488299
10596119,Cep63,9,102.489016
10596135,Affy_10596135,9,102.913747
10596137,Srprb,9,103.090363
10596148,Trf,9,103.111204
10596166,1300017J02Rik,9,103.152857
10596185,Cdv3,9,103.255431
10596190,Bfsp2,9,103.327254
10596200,Tmem108,9,103.386766
10596207,Uba5,9,103.949479
10596222,Ccrl1,9,103.986487
10596231,Dnajc13,9,104.05393
10596255,Dnajc13,9,104.091374
10596257,Dnajc13,9,104.092651
10596259,Dnajc13,9,104.094436
10596261,Dnajc13,9,104.094944
10596263,Dnajc13,9,104.098353
10596265,Dnajc13,9,104.099489
10596267,Dnajc13,9,104.10096
10596269,Dnajc13,9,104.102767
10596271,Dnajc13,9,104.104218
10596273,Dnajc13,9,104.105502
10596275,Dnajc13,9,104.105745
10596277,Dnajc13,9,104.110083
10596279,Dnajc13,9,104.111635
10596281,Dnajc13,9,104.115091
10596303,Acpp,9,104.19057
10596318,Nudt16,9,105.031976
10596322,1700080E11Rik,9,105.045674
10596327,Nek11,9,105.064797
10596347,Atp2c1,9,105.305828
10596377,2900010M23Rik,9,105.447796
10596379,Rpl10,9,105.462448
10596381,Affy_10596381,9,105.57574
10596383,Col6a6,9,105.598081
10596394,Col6a6,9,105.676442
10596403,Col6a5,9,105.765082
10596409,Col6a5,9,105.801053
10596428,Col6a4,9,105.892796
10596433,Glyctk,9,106.055188
10596442,Ppm1m,9,106.096503
10596454,Alas1,9,106.136258
10596465,Acy1,9,106.335321
10596481,Abhd14a,9,106.342385
10596489,Gpr62,9,106.366978
10596492,Parp3,9,106.372684
10596506,4930517N10Rik,9,106.427493
10596509,Iqcf3,9,106.445717
10596517,Iqcf4,9,106.47065
10596521,Grm2,9,106.547216
10596533,Tex264,9,106.561077
10596543,Rad54l2,9,106.591979
10596545,Rad54l2,9,106.594572
10596568,Rbm15b,9,106.783842
10596570,Rbm15b,9,106.786327
10596575,Manf,9,106.789746
10596583,Dock3,9,106.797711
10596637,Mapkapk3,9,107.157258
10596652,Hemk1,9,107.230034
10596664,Cyb561d2,9,107.441342
10596671,Rassf1,9,107.461141
10596675,BY080835,9,107.495867
10596680,Sema3b,9,107.500446
10596704,Gnai2,9,107.516456
10596718,Slc38a3,9,107.553486
10596737,Gnat1,9,107.576805
10596747,Sema3f,9,107.583833
10596769,Rbm5,9,107.642702
10596796,Rbm6,9,107.675891
10596810,Rbm6,9,107.774578
10596812,6230427J02Rik,9,107.886557
10596815,Rnf123,9,107.954003
10596857,Apeh,9,107.987744
10596880,Bsn,9,107.998354
10596893,Dag1,9,108.108265
10596900,Tcta,9,108.205289
10596904,Ccdc36,9,108.305973
10596912,Klhdc8b,9,108.349967
10596925,Ndufaf3,9,108.468196
10596931,Wdr6,9,108.474642
10596940,P4htm,9,108.481157
10596951,Arih2,9,108.505273
10596958,Affy_10596958,9,108.641084
10596960,Trex1,9,108.960446
10596967,Atrip,9,108.962261
10596982,Ccdc72,9,108.980502
10596988,Plxnb1,9,108.997777
10596990,Fbxw21,9,109.041963
10597000,Fbxw13,9,109.081741
10597011,Fbxw20,9,109.119946
10597020,Fbxw14,9,109.173639
10597031,Fbxw22,9,109.280914
10597036,Fbxw19,9,109.33483
10597052,Fbxw15,9,109.455116
10597064,Fbxw24,9,109.50363
10597074,Affy_10597074,9,109.537224
10597076,Fbxw18,9,109.579248
10597088,Fbxw26,9,109.62008
10597095,Gapdh-ps,9,109.730457
10597098,Camp,9,109.749897
10597103,Dhx30,9,109.986824
10597132,Affy_10597132,9,110.024183
10597134,Scap,9,110.27682
10597136,Ptpn23,9,110.287593
10597162,Klhl18,9,110.328431
10597173,Nradd,9,110.523639
10597182,Nbeal2,9,110.527299
10597239,Pth1r,9,110.624624
10597258,Tmie,9,110.768215
10597266,Als2cl,9,110.797764
10597268,Tdgf1,9,110.842107
10597273,Rtp3,9,110.887439
10597279,Ccrl2,9,110.956973
10597288,Mlh1,9,111.130759
10597309,Stac,9,111.463938
10597323,Arpp21,9,111.967762
10597352,Mir128-2,9,112.021136
10597354,Pdcd6ip,9,113.562373
10597377,Fbxl2,9,113.885825
10597395,4921528I07Rik,9,114.148002
10597413,Crtap,9,114.284256
10597420,Ccr4,9,114.399434
10597427,Trim71,9,114.420386
10597432,Cnot10,9,114.494996
10597459,Gm7780,9,114.556745
10597461,Cmtm7,9,114.665954
10597470,Cmtm8,9,114.698463
10597477,Gpd1l,9,114.80846
10597490,Rps27,9,114.891484
10597493,Stt3b,9,115.151588
10597511,Rps2,17,24.85792
10597513,Affy_10597513,9,115.535718
10597515,Rpl24,9,115.949649
10597518,Tgfbr2,9,115.993411
10597531,Rbms3,9,116.486398
10597554,Zcwpw2,9,117.83344
10597564,Cmc1,9,117.97364
10597571,Affy_10597571,9,118.376009
10597573,Eif1,9,118.746731
10597575,Plcd1,9,118.980645
10597592,Acaa1b,9,119.057161
10597598,Slc22a14,9,119.078574
10597612,Slc22a13,9,119.102059
10597619,9330176C04Rik,9,119.129609
10597627,Oxsr1,9,119.147556
10597648,Myd88,9,119.245052
10597656,Scn5a,9,119.392529
10597686,Scn10a,9,119.517585
10597714,Scn11a,9,119.662877
10597743,Cx3cr1,9,119.810734
10597748,Gorasp1,9,119.834791
10597758,Csrnp1,9,119.880281
10597764,Xirp1,9,119.922873
10597770,Gm5922,9,120.042581
10597773,Affy_10597773,9,120.700578
10597775,Ulk4,9,120.869386
10597817,Cck,9,121.398942
10597823,Lyzl4,9,121.486961
10597833,Sec22c,9,121.590377
10597841,Hhatl,9,121.693134
10597854,Ccdc13,9,121.707198
10597871,Higd1a,9,121.757678
10597875,Cyp8b1,9,121.823474
10597878,C85492,9,121.890724
10597883,Ano10,9,122.084997
10597898,Affy_10597898,9,122.218802
10597900,Zfp445,9,122.760129
10597913,1110059G10Rik,9,122.854207
10597918,Affy_10597918,9,122.929985
10597920,Zdhhc3,9,122.983271
10597933,Affy_10597933,9,123.0174
10597935,Cdcp1,9,123.081391
10597945,Tmem158,9,123.168175
10597949,Slc6a20b,9,123.503944
10597960,Slc6a20a,9,123.54524
10597969,Gm10052,9,123.597982
10597973,Lztfl1,9,123.606711
10597978,Fyco1,9,123.698628
10597996,Xcr1,9,123.761436
10597999,Affy_10597999,9,123.777191
10598004,Ccr1,9,123.876957
10598010,Ccr1l1,9,123.892144
10598013,Ccr5,9,124.036312
10598018,Affy_10598018,M,1.0e-6
10598020,Affy_10598020,M,7.0e-5
10598023,Affy_10598023,M,0.001025
10598025,MT-ND1,M,0.001094
10598027,Affy_10598027,M,0.002676
10598029,MT-ND1,M,0.002751
10598032,Affy_10598032,M,0.003845
10598034,ND2,M,0.003914
10598036,COX1,M,0.005328
10598038,mt-Co2,M,0.006942
10598041,mt-Co2,M,0.0077
10598043,MT-ATP6,M,0.007766
10598049,ND3-ps,1,24.620309
10598053,Affy_10598053,M,0.009391
10598055,Nd3,M,0.009459
10598057,Affy_10598057,M,0.009808
10598059,Nd4l,M,0.009877
10598062,Affy_10598062,M,0.011546
10598064,ND6,M,0.011613
10598067,Affy_10598067,M,0.011742
10598069,CYTB,M,0.014145
10598071,CYTB,M,0.015289
10598073,Trnq,M,0.003772
10598075,ND2,M,0.005018
10598077,ND2,M,0.005089
10598079,Affy_10598079,M,0.005192
10598081,Affy_10598081,M,0.00526
10598083,Affy_10598083,M,0.00687
10598085,ATP6-ps,1,24.62081
10598087,ND6,M,0.013552
10598089,Affy_10598089,M,0.014071
10598091,Affy_10598091,M,0.015356
10598093,Tarm1,7,3.489957
10598101,Maml2,9,13.42
10598103,Rpl23a,Un,1.0
10598105,Olfr239,17,33.336007
10598107,Taf1a,1,0.364269
10598111,Dhrsx,4,0.124613
10598118,Affy_10598118,Un,1.0
10598126,Hhipl2,1,0.39187
10598138,Spry3,X,0.101352
10598141,Affy_10598141,Un,1.0
10598146,Tcstv3,Un,1.0
10598152,LOC625360,Un,1.0
10598154,AF067063,Un,1.0
10598159,Hjurp,1,90.173764
10598164,Brox,1,0.2497
10598169,4930449I24Rik,5,147.325698
10598175,Ear10,14,44.500388
10598178,Disp1,1,182.0
10598180,BC085271,1,0.167828
10598183,Gmcl1l,X,30.598331
10598187,Affy_10598187,X,30.5499
10598192,4930408F14Rik,X,30.478531
10598198,Mia3,1,0.329694
10598203,Ccl28,13,0.365741
10598207,Affy_10598207,Un,1.0
10598212,Affy_10598212,X,3.07797
10598216,Affy_10598216,X,3.142378
10598218,Gmcl1l,X,3.410668
10598220,Affy_10598220,Un,1.0
10598222,4930408F14Rik,X,4.159656
10598225,Gmcl1l,X,4.220015
10598227,4930408F14Rik,X,4.916814
10598229,Affy_10598229,X,4.968654
10598232,Gm14451,X,5.376152
10598236,Nudt11,X,5.624625
10598238,Rn5s,8,126.110142
10598240,Shroom4,X,5.977263
10598251,Dgkk,X,6.450609
10598279,Akap4,X,6.644641
10598287,LOC100270707,X,6.953795
10598289,4930524L23Rik,X,7.154814
10598292,Foxp3,X,7.156819
10598309,Cacna1f,X,7.184229
10598359,Syp,X,7.21581
10598369,Prickle3,X,7.234515
10598381,Gpkow,X,7.274339
10598389,Wdr45,X,7.29935
10598403,Praf2,X,7.305672
10598407,Gm4905,X,7.329256
10598409,Tcfe3,X,7.339799
10598422,Gripap1,X,7.367121
10598448,Kcnd1,X,7.400969
10598456,Otud5,X,7.418957
10598467,Pim2,X,7.455432
10598474,Slc35a2,X,7.46137
10598482,Timm17b,X,7.476524
10598491,Gm10490,X,7.486668
10598493,Pcsk1n,X,7.496948
10598499,Gm7079,X,7.624355
10598501,Gm6787,X,7.674213
10598505,Rbm3,X,7.722557
10598507,Slc38a5,X,7.84852
10598524,Ssxb10,X,7.90455
10598528,Ssxb9,X,7.944104
10598538,Ssxb1,X,7.99043
10598547,Affy_10598547,X,8.231753
10598549,Ssx9,X,8.32112
10598555,Ssxb5,X,8.380817
10598562,B630019K06Rik,X,8.469508
10598565,Fthl17,X,8.610611
10598567,Fthl17,X,8.620853
10598569,Gm5635,X,8.640216
10598571,4930402K13Rik,X,8.681688
10598573,Gm5753,X,8.700581
10598575,Lancl3,X,8.777099
10598586,Xk,X,8.84993
10598592,1700012L04Rik,X,8.860888
10598594,Affy_10598594,X,8.894956
10598596,Gm14501,X,8.927725
10598598,1700054O13Rik,X,9.424073
10598601,4930557A04Rik,X,9.426829
10598603,Sytl5,X,9.571601
10598612,Otc,X,9.829485
10598626,Tspan7,X,10.062242
10598636,Ube2i,X,10.237648
10598638,Mid1ip1,X,10.294608
10598644,Gm14483,X,10.87635
10598646,Gm14484,X,10.879518
10598648,Gm14483,X,10.882684
10598650,Gm14483,X,10.885853
10598652,Gm14484,X,10.88902
10598654,Gm14483,X,10.892187
10598656,Gm14483,X,10.895354
10598658,Gm14483,X,10.898521
10598660,Gm14483,X,10.901688
10598662,Affy_10598662,X,11.42761
10598664,Atp6ap2,X,12.164997
10598674,AA414768,X,12.514091
10598678,Usp9x,X,12.648624
10598721,Rpl3,X,12.779687
10598723,Ddx3x,X,12.858164
10598743,Nyx,X,12.99971
10598750,Gpr34,X,13.209264
10598757,Gpr82,X,13.238489
10598763,Gm5382,X,13.788238
10598765,Cypt1,X,16.099998
10598769,Csnk2a1-ps,X,16.187378
10598771,Maoa,X,16.196824
10598789,Affy_10598789,X,16.902441
10598791,Gm5073,X,17.199696
10598794,LTR_Affy_10598794,6,122.23879
10598796,Dusp21,X,17.722983
10598798,Kdm6a,X,17.739793
10598827,Affy_10598827,X,18.689501
10598831,Rpl23a,X,19.470785
10598833,Chst7,X,19.636696
10598837,Affy_10598837,X,19.916426
10598839,Rp2h,X,19.941729
10598848,Phf16,X,20.002928
10598863,Rgn,X,20.126941
10598872,Rbm10,X,20.195149
10598882,Uba1,X,20.235547
10598912,Cdk16,X,20.26556
10598933,Usp11,X,20.280979
10598956,Araf,X,20.425704
10598976,Timp1,X,20.447292
10598983,Spaca5,X,20.645623
10598989,Ssxa1,X,20.692946
10598994,Atp1b3,X,20.723966
10598996,Gm5124,X,20.937991
10599001,Agtr2,X,21.061752
10599005,Affy_10599005,X,21.081233
10599008,Slc6a14,X,21.292026
10599026,Affy_10599026,X,22.011535
10599028,1700023I07Rik,X,22.038758
10599030,Affy_10599030,X,22.439062
10599032,Wdr44,X,23.270243
10599054,Gm4907,X,23.42183
10599058,Affy_10599058,X,23.838248
10599060,Affy_10599060,X,24.140757
10599062,Gm10486,X,28.947199
10599064,Gm10486,X,29.130522
10599073,Gm10486,X,29.287963
10599075,Gm10486,X,29.483951
10599084,4930408F14Rik,X,30.82325
10599086,Affy_10599086,Un,1.0
10599088,4930408F14Rik,X,30.478531
10599092,Affy_10599092,X,30.566979
10599094,Gm10486,X,32.423814
10599096,Gm10486,X,32.607379
10599105,Gm10486,X,32.757974
10599107,Gm10486,X,32.944182
10599116,Gm4764,X,33.341189
10599118,Affy_10599118,X,33.378121
10599120,Dock11,X,33.428827
10599174,Il13ra1,X,33.652134
10599187,Zcchc12,X,33.735945
10599192,Lonrf3,X,33.868404
10599200,Pgrmc1,X,34.13822
10599205,Gm6274,X,34.208271
10599207,Slc25a43,X,34.283739
10599213,Affy_10599213,X,34.316614
10599215,Slc25a5,X,34.335644
10599222,Ube2a,X,34.414353
10599229,Ankrd58,X,34.58884
10599232,Nkap,X,34.66679
10599243,Rnf113a1,X,34.731276
10599246,Rhox2a,X,34.784987
10599251,Rhox3a,X,34.789914
10599263,Rhox4a,X,34.80537
10599269,Rhox4b,X,34.847001
10599274,Rhox4c,X,34.894844
10599279,Affy_10599279,X,34.913824
10599281,Rhox4b,X,34.929042
10599286,Rhox2e,X,34.945003
10599291,Rhox4e,X,34.971919
10599296,Rhox6,X,35.180224
10599300,Rhox7,X,35.184863
10599309,Rhox10,X,35.419652
10599317,Rhox13,X,35.474876
10599321,Zbtb33,X,35.543018
